# Parity manifest: which comparison tier each corpus input and
# observable is entitled to. Published evidence, regenerated by
# `zig build parity-manifest -Denable-oracle=true`; the portable
# gate lives in conformance/parity_expectations.tsv.
#
# Coordinate deviations are in bond lengths (one bond = 50 units)
# and are per-(architecture, toolchain, optimize-mode) values: they
# describe the build that produced this file, not a promise about
# any other build.
#
# member	bucket	atoms	status	clean_pose	arch_unstable	order_unstable	arch_max_dev_bl	order_max_dev_bl
adversarial/1495	medium	30	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1496	huge	70	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1497	small	29	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1498	large	59	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1499	medium	37	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1500	small	27	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1501	medium	37	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1502	medium	30	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1503	medium	34	ok	0	coordinates,component_transforms,component_transforms_set	-	0.004	0.000
adversarial/1504	large	58	ok	0	coordinates,component_transforms,component_transforms_set	-	0.006	0.000
adversarial/1505	small	21	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1506	small	17	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1507	medium	43	ok	0	coordinates,component_transforms,component_transforms_set	-	0.010	0.000
adversarial/1508	small	27	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1509	large	65	ok	0	coordinates,component_transforms,component_transforms_set	-	15.038	0.000
adversarial/1510	huge	73	ok	0	coordinates,component_transforms,component_transforms_set	-	0.009	0.000
adversarial/1511	medium	31	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1512	large	56	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1513	small	22	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1514	medium	37	ok	0	coordinates,dofs,dofs_set,component_transforms,component_transforms_set	-	9.295	0.000
adversarial/1515	small	13	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1516	small	21	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1517	tiny	6	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1518	small	14	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1519	small	25	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1520	small	24	ok	0	coordinates,component_transforms,component_transforms_set	-	1.366	0.000
adversarial/1521	large	50	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1522	large	62	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1523	small	15	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1524	medium	44	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1525	medium	37	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1526	small	23	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1527	small	17	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1528	medium	44	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1529	small	23	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1530	tiny	3	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1531	tiny	8	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1532	large	61	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1533	medium	37	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1534	small	18	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1535	small	13	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1536	medium	41	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1537	medium	36	ok	0	coordinates,component_transforms,component_transforms_set	-	0.024	0.000
adversarial/1538	large	55	ok	0	coordinates,component_transforms,component_transforms_set	component_transforms,component_transforms_set	19.668	0.000
adversarial/1539	medium	33	ok	0	coordinates,component_transforms,component_transforms_set	-	9.166	0.000
adversarial/1540	large	53	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1541	medium	38	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1542	small	14	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1543	medium	39	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1544	small	23	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1545	tiny	6	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1546	large	52	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1547	small	10	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1548	tiny	3	ok	1	-	-	0.000	0.000
adversarial/1549	medium	31	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1550	large	60	ok	0	coordinates,component_transforms,component_transforms_set	-	14.138	0.000
adversarial/1551	small	13	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1552	tiny	4	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1553	medium	43	ok	0	coordinates,component_transforms,component_transforms_set	-	1.084	0.000
adversarial/1554	medium	40	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1555	medium	37	ok	0	coordinates,component_transforms,component_transforms_set	-	0.011	0.000
adversarial/1556	small	26	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1557	small	10	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1558	large	50	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1559	huge	74	ok	0	coordinates,dofs,dofs_set,dof_penalties,dof_penalties_set,component_transforms,component_transforms_set	-	12.354	0.000
adversarial/1560	large	69	ok	0	coordinates,component_transforms,component_transforms_set	-	14.647	0.000
adversarial/1561	medium	38	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1562	small	13	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1563	medium	39	ok	0	coordinates,dofs,dofs_set,component_transforms,component_transforms_set	-	0.603	0.000
adversarial/1564	small	25	ok	0	coordinates,component_transforms,component_transforms_set	-	0.025	0.000
adversarial/1565	tiny	3	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1566	small	24	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1567	small	16	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1568	medium	31	ok	0	coordinates,component_transforms,component_transforms_set	-	0.037	0.000
adversarial/1569	tiny	4	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1570	small	14	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1571	small	12	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1572	large	57	ok	0	coordinates,component_transforms,component_transforms_set	-	1.000	0.000
adversarial/1573	small	27	ok	0	coordinates,component_transforms,component_transforms_set	-	1.682	0.000
adversarial/1574	medium	35	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1575	medium	41	ok	0	coordinates,component_transforms,component_transforms_set	-	13.071	0.000
adversarial/1576	small	14	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1577	tiny	4	ok	1	-	-	0.000	0.000
adversarial/1578	tiny	6	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1579	medium	48	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1580	small	24	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1581	small	26	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1582	medium	39	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1583	medium	36	ok	0	coordinates,component_transforms,component_transforms_set	-	8.000	0.000
adversarial/1584	small	20	ok	0	coordinates,component_transforms,component_transforms_set	-	0.032	0.000
adversarial/1585	medium	38	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1586	small	18	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1587	huge	72	ok	0	coordinates,component_transforms,component_transforms_set	-	0.058	0.000
adversarial/1588	medium	44	ok	0	coordinates,component_transforms,component_transforms_set	component_transforms,component_transforms_set	0.000	0.000
adversarial/1589	tiny	6	ok	1	-	-	0.000	0.000
adversarial/1590	small	18	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1591	small	21	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1592	tiny	5	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1593	small	29	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1594	tiny	8	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1595	tiny	6	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1596	tiny	4	ok	1	-	-	0.000	0.000
adversarial/1597	large	65	ok	0	coordinates,component_transforms,component_transforms_set	-	10.000	0.000
adversarial/1598	large	61	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1599	large	68	ok	0	coordinates,component_transforms,component_transforms_set	-	0.031	0.000
adversarial/1600	small	27	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1601	huge	71	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1602	tiny	5	ok	1	-	-	0.000	0.000
adversarial/1603	large	53	ok	0	coordinates,component_transforms,component_transforms_set	-	0.003	0.000
adversarial/1604	large	50	ok	0	coordinates,component_transforms,component_transforms_set	-	0.033	0.000
adversarial/1605	large	65	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1606	tiny	8	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1607	small	18	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1608	small	10	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1609	small	23	ok	0	coordinates,component_transforms,component_transforms_set	-	10.737	0.000
adversarial/1610	small	20	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1611	medium	49	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1612	small	25	ok	0	coordinates,component_transforms,component_transforms_set	-	5.604	0.000
adversarial/1613	small	22	ok	0	coordinates,component_transforms,component_transforms_set	-	0.007	0.000
adversarial/1614	small	22	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1615	medium	32	ok	1	coordinates,component_transforms,component_transforms_set	-	9.322	0.000
adversarial/1616	medium	45	ok	0	coordinates,component_transforms,component_transforms_set	-	14.805	0.000
adversarial/1617	large	64	ok	0	coordinates,component_transforms,component_transforms_set	-	0.039	0.000
adversarial/1618	medium	49	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1619	small	23	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1620	medium	30	ok	0	coordinates,component_transforms,component_transforms_set	-	10.250	0.000
adversarial/1621	small	27	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1622	large	58	ok	0	coordinates,component_transforms,component_transforms_set	-	0.009	0.000
adversarial/1623	small	15	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1624	small	29	ok	0	coordinates,component_transforms,component_transforms_set	-	0.026	0.000
adversarial/1625	small	21	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1626	tiny	8	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1627	small	24	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1628	small	29	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1629	small	25	ok	0	coordinates,component_transforms,component_transforms_set	-	0.267	0.000
adversarial/1630	medium	46	ok	0	coordinates,component_transforms,component_transforms_set	-	7.000	0.000
adversarial/1631	medium	48	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1632	large	52	ok	0	coordinates,component_transforms,component_transforms_set	-	8.519	0.000
adversarial/1633	tiny	4	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1634	small	11	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1635	large	51	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1636	medium	41	ok	0	coordinates,component_transforms,component_transforms_set	-	1.294	0.000
adversarial/1637	small	15	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1638	medium	49	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1639	small	26	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1640	small	26	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1641	medium	43	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1642	small	26	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1643	medium	39	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1644	medium	40	ok	0	coordinates,component_transforms,component_transforms_set	-	15.418	0.000
adversarial/1645	large	63	ok	0	coordinates,component_transforms,component_transforms_set	-	0.013	0.000
adversarial/1646	large	58	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1647	small	25	ok	0	coordinates,component_transforms,component_transforms_set	-	0.003	0.000
adversarial/1648	medium	45	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1649	large	52	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1650	small	27	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1651	large	54	ok	0	coordinates,component_transforms,component_transforms_set	-	1.568	0.000
adversarial/1652	small	24	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1653	small	14	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1654	tiny	9	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1655	medium	33	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1656	large	56	ok	0	coordinates,component_transforms,component_transforms_set	-	0.152	0.000
adversarial/1657	medium	45	ok	0	coordinates,component_transforms,component_transforms_set	-	0.071	0.000
adversarial/1658	medium	39	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1659	medium	33	ok	0	coordinates,component_transforms,component_transforms_set	-	0.003	0.000
adversarial/1660	tiny	7	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1661	medium	49	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1662	medium	49	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1663	small	25	ok	0	coordinates,component_transforms,component_transforms_set	-	12.762	0.000
adversarial/1664	medium	46	ok	0	coordinates,component_transforms,component_transforms_set	-	0.010	0.000
adversarial/1665	medium	32	ok	0	coordinates,component_transforms,component_transforms_set	-	0.013	0.000
adversarial/1666	medium	46	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1667	small	22	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1668	medium	35	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1669	medium	36	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1670	medium	33	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1671	medium	37	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1672	tiny	5	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1673	small	17	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1674	medium	44	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1675	medium	47	ok	0	coordinates,component_transforms,component_transforms_set	-	17.432	0.000
adversarial/1676	small	22	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1677	medium	37	ok	0	coordinates,component_transforms,component_transforms_set	-	1.996	0.000
adversarial/1678	small	21	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1679	tiny	6	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1680	tiny	5	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1681	small	28	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1682	small	15	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1683	medium	33	ok	0	coordinates,component_transforms,component_transforms_set	-	0.033	0.000
adversarial/1684	small	26	ok	0	coordinates,component_transforms,component_transforms_set	-	4.000	0.000
adversarial/1685	tiny	6	ok	1	-	-	0.000	0.000
adversarial/1686	tiny	6	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1687	small	10	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1688	medium	37	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1689	large	52	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1690	small	26	ok	0	coordinates,component_transforms,component_transforms_set	-	0.036	0.000
adversarial/1691	small	28	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1692	tiny	5	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1693	medium	41	ok	0	coordinates,component_transforms,component_transforms_set	-	0.076	0.000
adversarial/1694	medium	35	ok	0	coordinates,component_transforms,component_transforms_set	-	15.907	0.000
adversarial/1695	medium	36	ok	0	coordinates,component_transforms,component_transforms_set	coordinates,component_transforms,component_transforms_set	0.002	0.580
adversarial/1696	small	14	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1697	medium	34	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1698	small	27	ok	0	coordinates,component_transforms,component_transforms_set	-	1.366	0.000
adversarial/1699	medium	31	ok	0	coordinates,component_transforms,component_transforms_set	-	2.801	0.000
adversarial/1700	large	63	ok	0	coordinates,component_transforms,component_transforms_set	-	0.045	0.000
adversarial/1701	tiny	5	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1702	small	20	ok	0	coordinates,component_transforms,component_transforms_set	-	5.096	0.000
adversarial/1703	small	22	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1704	large	51	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1705	large	59	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1706	medium	36	ok	0	coordinates,component_transforms,component_transforms_set	-	0.050	0.000
adversarial/1707	medium	36	ok	0	coordinates,component_transforms,component_transforms_set	-	0.003	0.000
adversarial/1708	small	18	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1709	tiny	7	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1710	medium	49	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1711	small	16	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1712	small	23	ok	0	coordinates,component_transforms,component_transforms_set	-	0.005	0.000
adversarial/1713	tiny	5	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1714	tiny	6	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1715	small	24	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1716	tiny	9	ok	1	-	-	0.000	0.000
adversarial/1717	small	19	ok	0	coordinates,component_transforms,component_transforms_set	-	0.028	0.000
adversarial/1718	tiny	6	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1719	large	66	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1720	medium	44	ok	0	coordinates,component_transforms,component_transforms_set	-	0.006	0.000
adversarial/1721	large	58	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1722	large	59	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1723	medium	41	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1724	medium	45	ok	0	coordinates,component_transforms,component_transforms_set	-	0.015	0.000
adversarial/1725	medium	37	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1726	medium	32	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1727	small	28	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1728	medium	48	ok	0	coordinates,component_transforms,component_transforms_set	-	0.015	0.000
adversarial/1729	large	53	ok	0	coordinates,component_transforms,component_transforms_set	-	0.018	0.000
adversarial/1730	small	24	ok	0	coordinates,component_transforms,component_transforms_set	-	0.003	0.000
adversarial/1731	medium	31	ok	0	coordinates,component_transforms,component_transforms_set	-	0.022	0.000
adversarial/1732	small	22	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1733	small	23	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1734	small	28	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1735	small	20	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1736	medium	47	ok	0	coordinates,component_transforms,component_transforms_set	-	0.041	0.000
adversarial/1737	medium	41	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1738	small	22	ok	0	coordinates,component_transforms,component_transforms_set	-	7.570	0.000
adversarial/1739	medium	43	ok	0	coordinates,component_transforms,component_transforms_set	-	0.028	0.000
adversarial/1740	large	68	ok	0	coordinates,component_transforms,component_transforms_set	-	9.804	0.000
adversarial/1741	small	15	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1742	small	20	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1743	small	16	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1744	medium	34	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1745	medium	32	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1746	large	54	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1747	small	24	ok	0	coordinates,component_transforms,component_transforms_set	-	0.040	0.000
adversarial/1748	medium	49	ok	0	coordinates,component_transforms,component_transforms_set	-	0.004	0.000
adversarial/1749	large	50	ok	0	coordinates,component_transforms,component_transforms_set	-	11.000	0.000
adversarial/1750	small	13	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1751	tiny	6	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1752	small	21	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1753	medium	39	ok	0	coordinates,component_transforms,component_transforms_set	-	3.135	0.000
adversarial/1754	large	52	ok	0	coordinates,component_transforms,component_transforms_set	-	0.131	0.000
adversarial/1755	medium	30	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1756	small	15	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1757	medium	30	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1758	medium	41	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1759	small	13	ok	1	coordinates,component_transforms,component_transforms_set	-	3.000	0.000
adversarial/1760	small	18	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1761	huge	78	ok	0	coordinates,component_transforms,component_transforms_set	-	10.099	0.000
adversarial/1762	large	58	ok	0	coordinates,component_transforms,component_transforms_set	-	7.000	0.000
adversarial/1763	large	65	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1764	small	12	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1765	small	23	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1766	medium	32	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1767	tiny	8	ok	0	coordinates,component_transforms,component_transforms_set	-	0.003	0.000
adversarial/1768	medium	48	ok	0	coordinates,component_transforms,component_transforms_set	-	1.000	0.000
adversarial/1769	medium	30	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1770	medium	38	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1771	medium	44	ok	0	coordinates,component_transforms,component_transforms_set	-	6.056	0.000
adversarial/1772	small	22	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1773	small	18	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1774	small	20	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1775	small	15	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1776	medium	47	ok	0	coordinates,component_transforms,component_transforms_set	-	0.016	0.000
adversarial/1777	medium	48	ok	0	coordinates,component_transforms,component_transforms_set	-	1.648	0.000
adversarial/1778	small	13	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1779	large	53	ok	0	coordinates,component_transforms,component_transforms_set	-	1.311	0.000
adversarial/1780	small	28	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1781	tiny	5	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1782	small	25	ok	0	coordinates,component_transforms,component_transforms_set	-	0.003	0.000
adversarial/1783	small	29	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1784	medium	46	ok	0	coordinates,component_transforms,component_transforms_set	-	1.367	0.000
adversarial/1785	small	14	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1786	tiny	8	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1787	large	60	ok	0	coordinates,component_transforms,component_transforms_set	-	0.020	0.000
adversarial/1788	small	21	ok	0	coordinates,component_transforms,component_transforms_set	-	1.584	0.000
adversarial/1789	medium	35	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1790	small	24	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1791	small	26	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1792	small	11	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1793	small	24	ok	1	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1794	small	15	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1795	small	26	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1796	medium	46	ok	0	coordinates,component_transforms,component_transforms_set	-	0.035	0.000
adversarial/1797	medium	47	ok	0	coordinates,component_transforms,component_transforms_set	-	0.024	0.000
adversarial/1798	small	15	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1799	tiny	5	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1800	medium	44	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1801	small	23	ok	0	coordinates,component_transforms,component_transforms_set	-	6.252	0.000
